Message_ID,Message_Text,Caller_Location,Is_Fraud,Communication_Type,Duration_Seconds
491,hello family trip meeting,Pune,0,SMS,0
492,schedule dinner project update hello call me family trip,Pune,0,Call,73
493,documents schedule call me documents,Unknown,0,SMS,0
494,project update assignment invoice,Pune,0,SMS,0
495,dinner meeting documents,Bangalore,0,SMS,0
496,schedule hello assignment,Kolkata,0,Call,282
497,hello schedule hello,Chennai,0,Call,273
498,documents family trip hello invoice project update meeting,Bangalore,0,SMS,0
499,blocked free gift OTP investment scheme blocked,Hyderabad,1,Call,227
500,bank alert investment scheme claim now OTP investment scheme,Kolkata,1,SMS,0
501,hello documents project update schedule dinner invoice,Pune,0,Call,42
502,meeting schedule family trip documents,Delhi,0,Call,229
503,hello meeting meeting,Unknown,0,Call,86
504,claim now investment scheme bank alert investment scheme KYC update lottery,Kolkata,1,SMS,0
505,family trip family trip call me documents meeting meeting,Hyderabad,0,SMS,0
506,family trip assignment meeting family trip meeting family trip,Hyderabad,0,SMS,0
507,free gift blocked bank alert,Kolkata,1,Call,220
508,lottery KYC update blocked,Unknown,1,SMS,0
509,free gift bank alert KYC update,Pune,1,SMS,0
510,family trip assignment meeting schedule invoice project update,Hyderabad,0,SMS,0
511,assignment hello assignment dinner family trip family trip,Pune,0,SMS,0
512,project update project update dinner,Hyderabad,0,Call,65
513,lottery claim now OTP OTP free gift,Kolkata,1,Call,144
514,free gift lottery free gift free gift urgent,Delhi,1,SMS,0
515,dinner call me assignment documents,Bangalore,0,Call,121
516,documents meeting schedule project update meeting,Chennai,0,Call,46
517,call me dinner family trip assignment,Hyderabad,0,Call,22
518,KYC update urgent blocked,Noida,1,Call,262
519,urgent investment scheme win,Mumbai,1,Call,161
520,call me family trip documents,Delhi,0,SMS,0
521,documents invoice schedule project update documents,Noida,0,Call,291
522,schedule documents call me schedule assignment,Pune,0,SMS,0
523,claim now free gift investment scheme,Chennai,1,SMS,0
524,bank alert win win KYC update KYC update OTP,Unknown,1,SMS,0
525,win OTP KYC update,Unknown,1,Call,220
526,family trip documents assignment dinner,Chennai,0,Call,290
527,schedule family trip assignment project update documents,Delhi,0,Call,92
528,assignment invoice hello,Delhi,0,Call,57
529,assignment dinner family trip documents,Chennai,0,SMS,0
530,free gift investment scheme lottery urgent urgent lottery,Delhi,1,SMS,0
531,claim now free gift KYC update,Chennai,1,SMS,0
532,bank alert blocked bank alert free gift bank alert lottery,Hyderabad,1,Call,183
533,urgent bank alert OTP investment scheme,Mumbai,1,SMS,0
534,call me invoice schedule,Pune,0,SMS,0
535,lottery win lottery claim now claim now,Bangalore,1,SMS,0
536,OTP investment scheme free gift,Kolkata,1,Call,103
537,KYC update urgent OTP,Mumbai,1,SMS,0
538,invoice project update documents,Bangalore,0,SMS,0
539,invoice assignment assignment invoice assignment,Kolkata,0,Call,227
540,schedule invoice invoice call me dinner,Unknown,0,SMS,0
541,win investment scheme free gift,Mumbai,1,Call,202
542,hello hello family trip schedule schedule meeting,Noida,0,SMS,0
543,project update invoice assignment project update family trip meeting,Mumbai,0,Call,142
544,call me project update call me hello,Delhi,0,Call,188
545,assignment family trip invoice assignment dinner,Bangalore,0,Call,268
546,schedule family trip project update assignment documents schedule,Delhi,0,SMS,0
547,schedule documents meeting meeting,Unknown,0,SMS,0
548,documents dinner hello documents hello,Pune,0,Call,132
549,assignment dinner family trip,Unknown,0,Call,232
550,KYC update OTP investment scheme OTP urgent,Delhi,1,Call,104
551,hello call me dinner,Delhi,0,Call,212
552,urgent free gift investment scheme,Bangalore,1,Call,95
553,hello hello schedule,Hyderabad,0,Call,226
554,dinner dinner invoice family trip,Delhi,0,Call,221
555,urgent win bank alert win,Delhi,1,Call,243
556,hello family trip dinner,Pune,0,Call,183
557,call me schedule project update,Mumbai,0,Call,190
558,family trip dinner family trip dinner,Mumbai,0,Call,169
559,urgent urgent claim now OTP free gift free gift,Delhi,1,Call,112
560,family trip family trip dinner,Unknown,0,SMS,0
561,invoice dinner invoice,Pune,0,Call,13
562,dinner project update project update hello,Unknown,0,SMS,0
563,dinner schedule hello family trip assignment,Kolkata,0,SMS,0
564,dinner project update assignment invoice assignment schedule,Hyderabad,0,SMS,0
565,dinner call me assignment call me,Mumbai,0,Call,138
566,invoice hello call me hello project update dinner,Mumbai,0,SMS,0
567,assignment project update project update documents,Pune,0,Call,266
568,meeting schedule hello documents,Chennai,0,SMS,0
569,lottery OTP KYC update urgent OTP investment scheme,Unknown,1,Call,100
570,project update meeting meeting meeting hello,Pune,0,Call,228
571,assignment schedule project update assignment documents,Bangalore,0,SMS,0
572,urgent free gift investment scheme blocked win free gift,Chennai,1,SMS,0
573,call me assignment meeting,Noida,0,Call,129
574,family trip project update meeting project update family trip,Unknown,0,SMS,0
575,urgent bank alert claim now,Chennai,1,Call,131
576,investment scheme investment scheme blocked lottery blocked,Pune,1,Call,242
577,invoice family trip assignment hello family trip,Bangalore,0,Call,234
578,bank alert claim now urgent win,Hyderabad,1,SMS,0
579,invoice project update assignment invoice,Chennai,0,Call,300
580,project update documents invoice assignment invoice,Hyderabad,0,Call,265
581,assignment invoice project update dinner,Delhi,0,Call,226
582,OTP win lottery,Mumbai,1,Call,63
583,call me dinner documents family trip,Kolkata,0,SMS,0
584,project update invoice project update,Mumbai,0,SMS,0
585,hello dinner schedule documents hello assignment,Noida,0,SMS,0
586,hello project update documents project update,Bangalore,0,SMS,0
587,assignment family trip documents family trip,Hyderabad,0,Call,111
588,dinner dinner family trip,Pune,0,Call,20
589,dinner documents invoice meeting,Hyderabad,0,Call,56
590,dinner dinner project update family trip,Pune,0,Call,18
591,call me schedule hello dinner hello documents,Pune,0,Call,47
592,call me schedule family trip,Noida,0,Call,112
593,meeting schedule schedule meeting,Chennai,0,SMS,0
594,invoice family trip project update,Mumbai,0,Call,169
595,KYC update urgent OTP blocked lottery KYC update,Delhi,1,Call,18
596,call me meeting call me,Hyderabad,0,Call,297
597,family trip schedule documents dinner,Chennai,0,SMS,0
598,call me hello invoice family trip invoice,Delhi,0,Call,139
599,family trip project update hello invoice,Bangalore,0,Call,122
600,documents schedule meeting dinner schedule schedule,Kolkata,0,Call,224
601,family trip documents family trip,Hyderabad,0,SMS,0
602,assignment call me dinner call me meeting,Noida,0,Call,164
603,assignment hello meeting,Delhi,0,Call,78
604,meeting project update dinner family trip,Pune,0,SMS,0
605,documents call me meeting call me,Chennai,0,Call,59
606,call me hello dinner dinner invoice,Mumbai,0,SMS,0
607,schedule dinner call me family trip,Noida,0,Call,235
608,call me family trip invoice family trip dinner hello,Hyderabad,0,SMS,0
609,family trip call me documents dinner,Chennai,0,Call,41
610,documents assignment assignment call me,Noida,0,Call,285
611,assignment schedule invoice,Kolkata,0,SMS,0
612,urgent blocked free gift,Hyderabad,1,Call,176
613,schedule call me schedule,Bangalore,0,Call,102
614,assignment assignment family trip,Mumbai,0,SMS,0
615,win free gift bank alert urgent bank alert lottery,Bangalore,1,Call,217
616,investment scheme lottery free gift blocked blocked urgent,Delhi,1,SMS,0
617,family trip documents schedule schedule dinner,Delhi,0,Call,231
618,invoice assignment family trip call me hello,Mumbai,0,SMS,0
619,KYC update KYC update blocked,Chennai,1,Call,59
620,invoice invoice family trip family trip invoice,Delhi,0,Call,162
621,dinner family trip dinner meeting schedule assignment,Unknown,0,SMS,0
622,family trip invoice schedule schedule project update,Unknown,0,Call,152
623,invoice assignment invoice,Noida,0,SMS,0
624,family trip call me meeting dinner,Noida,0,SMS,0
625,call me meeting call me dinner documents invoice,Hyderabad,0,SMS,0
626,call me family trip assignment hello family trip,Noida,0,Call,289
627,dinner assignment family trip,Kolkata,0,Call,197
628,schedule invoice assignment,Noida,0,Call,59
629,schedule family trip meeting project update meeting invoice,Kolkata,0,SMS,0
630,assignment assignment invoice schedule project update family trip,Noida,0,SMS,0
631,dinner meeting meeting,Bangalore,0,SMS,0
632,KYC update win urgent lottery urgent,Pune,1,Call,11
633,family trip assignment dinner,Kolkata,0,SMS,0
634,meeting schedule project update invoice call me,Chennai,0,Call,61
635,documents documents call me,Hyderabad,0,Call,219
636,dinner project update dinner invoice,Mumbai,0,Call,41
637,project update call me dinner hello meeting,Kolkata,0,Call,228
638,schedule assignment schedule invoice dinner family trip,Delhi,0,Call,70
639,project update dinner project update assignment hello,Pune,0,Call,38
640,schedule meeting assignment assignment,Bangalore,0,Call,33
641,schedule assignment family trip,Unknown,0,Call,66
642,family trip documents documents family trip,Bangalore,0,SMS,0
643,call me hello project update hello invoice assignment,Noida,0,Call,286
644,meeting assignment hello,Hyderabad,0,Call,182
645,family trip schedule invoice family trip hello schedule,Pune,0,SMS,0
646,lottery KYC update win urgent,Delhi,1,SMS,0
647,schedule hello family trip,Kolkata,0,SMS,0
648,project update call me schedule project update family trip,Bangalore,0,SMS,0
649,KYC update investment scheme lottery investment scheme urgent,Pune,1,Call,271
650,project update dinner meeting project update,Kolkata,0,SMS,0
651,documents family trip project update,Hyderabad,0,SMS,0
652,family trip assignment invoice schedule invoice,Mumbai,0,SMS,0
653,hello schedule schedule call me schedule meeting,Unknown,0,SMS,0
654,invoice assignment family trip hello schedule hello,Hyderabad,0,Call,250
655,assignment hello assignment,Noida,0,SMS,0
656,schedule assignment schedule call me call me,Mumbai,0,SMS,0
657,assignment call me family trip family trip call me,Noida,0,SMS,0
658,call me documents documents schedule assignment dinner,Bangalore,0,SMS,0
659,dinner call me hello call me documents,Mumbai,0,Call,50
660,schedule call me invoice,Noida,0,SMS,0
661,hello invoice schedule schedule family trip,Mumbai,0,SMS,0
662,win claim now bank alert blocked lottery,Hyderabad,1,SMS,0
663,hello meeting assignment documents,Pune,0,Call,127
664,documents meeting invoice project update invoice meeting,Unknown,0,SMS,0
665,assignment invoice dinner invoice,Unknown,0,SMS,0
666,schedule family trip hello,Noida,0,Call,182
667,invoice project update project update invoice call me,Noida,0,SMS,0
668,documents invoice documents dinner meeting dinner,Mumbai,0,Call,98
669,invoice project update call me assignment,Bangalore,0,Call,77
670,documents family trip documents,Noida,0,SMS,0
671,schedule hello invoice,Mumbai,0,SMS,0
672,urgent bank alert win win win,Chennai,1,Call,28
673,assignment schedule project update project update,Unknown,0,Call,292
674,invoice schedule call me,Noida,0,SMS,0
675,call me schedule hello assignment family trip,Hyderabad,0,Call,138
676,blocked claim now lottery free gift,Delhi,1,Call,106
677,schedule family trip schedule documents family trip call me,Mumbai,0,SMS,0
678,project update schedule meeting call me dinner,Unknown,0,Call,19
679,lottery KYC update investment scheme free gift win,Noida,1,Call,207
680,free gift blocked bank alert,Pune,1,Call,75
681,OTP bank alert bank alert free gift blocked OTP,Mumbai,1,Call,28
682,schedule family trip hello,Bangalore,0,Call,133
683,assignment documents hello invoice,Noida,0,Call,56
684,invoice meeting family trip schedule call me,Mumbai,0,SMS,0
685,OTP OTP win OTP,Noida,1,Call,121
686,meeting hello invoice schedule schedule,Delhi,0,SMS,0
687,project update documents call me documents call me,Kolkata,0,SMS,0
688,assignment schedule project update dinner family trip invoice,Kolkata,0,SMS,0
689,KYC update claim now KYC update investment scheme blocked,Mumbai,1,SMS,0
690,meeting schedule dinner hello,Bangalore,0,SMS,0
691,family trip hello meeting invoice,Noida,0,SMS,0
692,project update invoice assignment project update invoice,Mumbai,0,SMS,0
693,family trip invoice family trip family trip project update,Pune,0,SMS,0
694,documents call me schedule hello call me,Bangalore,0,Call,217
695,meeting documents call me project update,Pune,0,SMS,0
696,meeting dinner documents call me meeting,Hyderabad,0,SMS,0
697,dinner invoice meeting project update,Kolkata,0,SMS,0
698,invoice project update call me schedule call me,Kolkata,0,Call,116
699,invoice family trip call me,Noida,0,SMS,0
700,invoice meeting assignment,Delhi,0,Call,105
701,call me meeting project update,Mumbai,0,SMS,0
702,documents schedule project update project update,Mumbai,0,SMS,0
703,invoice family trip hello,Hyderabad,0,Call,287
704,assignment family trip invoice schedule,Chennai,0,SMS,0
705,assignment assignment invoice dinner,Delhi,0,Call,93
706,win blocked urgent claim now urgent,Mumbai,1,Call,141
707,documents invoice invoice assignment dinner,Delhi,0,SMS,0
708,lottery free gift claim now urgent KYC update,Bangalore,1,SMS,0
709,schedule hello dinner project update project update dinner,Noida,0,Call,160
710,assignment assignment invoice documents call me invoice,Unknown,0,Call,154
711,KYC update free gift KYC update investment scheme urgent,Bangalore,1,SMS,0
712,documents hello assignment,Pune,0,SMS,0
713,documents invoice dinner schedule,Kolkata,0,SMS,0
714,project update family trip documents schedule,Unknown,0,Call,142
715,schedule documents schedule hello schedule,Hyderabad,0,SMS,0
716,investment scheme free gift KYC update OTP claim now,Chennai,1,Call,37
717,win urgent OTP lottery win,Hyderabad,1,SMS,0
718,claim now investment scheme OTP investment scheme,Mumbai,1,Call,144
719,schedule family trip call me assignment call me,Unknown,0,Call,16
720,project update family trip dinner hello,Kolkata,0,SMS,0
721,free gift bank alert free gift blocked claim now,Noida,1,Call,81
722,dinner invoice schedule call me schedule meeting,Chennai,0,Call,215
723,call me family trip dinner schedule,Delhi,0,Call,178
724,call me meeting invoice family trip documents,Mumbai,0,Call,178
725,call me documents project update dinner call me assignment,Hyderabad,0,Call,62
726,lottery OTP investment scheme win urgent claim now,Unknown,1,SMS,0
727,family trip documents project update schedule,Hyderabad,0,SMS,0
728,bank alert claim now OTP,Unknown,1,Call,171
729,meeting documents assignment call me,Noida,0,SMS,0
730,project update call me family trip call me assignment hello,Kolkata,0,Call,178
731,family trip documents schedule documents,Delhi,0,Call,14
732,free gift urgent bank alert OTP claim now,Noida,1,SMS,0
733,meeting documents documents family trip dinner,Bangalore,0,Call,68
734,call me call me family trip documents schedule,Kolkata,0,Call,212
735,meeting family trip schedule schedule invoice assignment,Noida,0,Call,179
736,KYC update lottery win urgent,Chennai,1,SMS,0
737,hello invoice meeting call me hello call me,Hyderabad,0,SMS,0
738,urgent free gift urgent lottery blocked,Kolkata,1,Call,216
739,dinner schedule project update project update family trip project update,Chennai,0,Call,202
740,family trip project update dinner schedule,Hyderabad,0,Call,103
741,documents call me invoice project update,Bangalore,0,Call,196
742,documents documents dinner meeting meeting project update,Pune,0,Call,285
743,invoice project update project update family trip,Kolkata,0,SMS,0
744,schedule schedule invoice,Chennai,0,SMS,0
745,family trip documents family trip,Hyderabad,0,SMS,0
746,win lottery KYC update claim now blocked,Hyderabad,1,SMS,0
747,dinner hello hello family trip call me hello,Noida,0,Call,105
748,project update assignment meeting meeting assignment,Unknown,0,Call,275
749,OTP win urgent KYC update OTP,Noida,1,SMS,0
750,project update family trip meeting,Chennai,0,SMS,0
751,schedule invoice hello hello,Mumbai,0,Call,243
752,urgent free gift claim now KYC update blocked claim now,Kolkata,1,SMS,0
753,hello assignment invoice project update,Noida,0,Call,289
754,invoice dinner family trip family trip family trip,Hyderabad,0,Call,250
755,project update schedule family trip meeting project update,Hyderabad,0,Call,31
756,OTP lottery lottery lottery blocked urgent,Pune,1,SMS,0
757,dinner project update meeting,Kolkata,0,SMS,0
758,assignment invoice schedule dinner family trip,Pune,0,SMS,0
759,win OTP win investment scheme blocked,Bangalore,1,SMS,0
760,blocked lottery blocked,Noida,1,SMS,0
761,project update family trip meeting hello schedule assignment,Delhi,0,Call,258
762,meeting project update schedule family trip call me assignment,Chennai,0,SMS,0
763,project update assignment dinner call me schedule,Chennai,0,Call,282
764,documents project update assignment,Bangalore,0,Call,87
765,schedule documents family trip family trip,Kolkata,0,Call,99
766,assignment meeting dinner,Noida,0,SMS,0
767,lottery urgent win KYC update,Unknown,1,SMS,0
768,investment scheme claim now investment scheme free gift blocked free gift,Pune,1,SMS,0
769,family trip dinner documents family trip documents meeting,Bangalore,0,SMS,0
770,bank alert lottery lottery blocked OTP,Unknown,1,SMS,0
771,call me family trip invoice schedule,Pune,0,SMS,0
772,free gift bank alert urgent free gift claim now investment scheme,Bangalore,1,SMS,0
773,project update meeting project update schedule,Chennai,0,SMS,0
774,assignment meeting family trip schedule invoice,Chennai,0,Call,272
775,blocked bank alert free gift blocked,Hyderabad,1,SMS,0
776,schedule call me invoice,Pune,0,Call,185
777,project update call me project update meeting dinner hello,Delhi,0,Call,226
778,family trip hello meeting call me meeting hello,Mumbai,0,Call,56
779,hello family trip documents assignment meeting dinner,Kolkata,0,Call,213
780,assignment meeting invoice schedule schedule,Kolkata,0,SMS,0
781,hello schedule project update dinner,Pune,0,SMS,0
782,schedule call me project update assignment project update meeting,Bangalore,0,Call,247
783,hello family trip family trip invoice dinner,Bangalore,0,Call,136
784,meeting family trip hello assignment family trip,Mumbai,0,Call,154
785,call me project update family trip meeting schedule schedule,Noida,0,SMS,0
786,investment scheme OTP investment scheme lottery urgent,Noida,1,Call,197
787,schedule invoice hello,Mumbai,0,Call,46
788,project update schedule assignment meeting schedule,Noida,0,SMS,0
789,family trip schedule assignment call me call me schedule,Delhi,0,Call,254
790,win lottery claim now,Hyderabad,1,SMS,0
791,invoice schedule schedule,Noida,0,SMS,0
792,call me assignment project update,Chennai,0,Call,26
793,schedule invoice meeting dinner family trip,Delhi,0,Call,102
794,schedule assignment schedule assignment project update,Noida,0,Call,155
795,dinner hello meeting,Chennai,0,SMS,0
796,lottery investment scheme free gift investment scheme,Mumbai,1,SMS,0
797,free gift blocked claim now lottery,Mumbai,1,SMS,0
798,project update assignment project update dinner project update,Pune,0,Call,194
799,schedule invoice schedule family trip,Kolkata,0,Call,67
800,investment scheme lottery investment scheme claim now KYC update KYC update,Unknown,1,Call,15
801,family trip invoice documents,Chennai,0,Call,111
802,documents documents meeting meeting documents,Pune,0,Call,149
803,hello invoice project update invoice,Delhi,0,Call,118
804,documents invoice dinner meeting,Noida,0,SMS,0
805,meeting hello project update documents assignment,Bangalore,0,SMS,0
806,hello hello project update schedule documents assignment,Chennai,0,SMS,0
807,lottery win investment scheme urgent KYC update,Unknown,1,Call,298
808,win lottery claim now lottery urgent,Bangalore,1,SMS,0
809,project update dinner documents documents invoice,Hyderabad,0,SMS,0
810,hello schedule call me,Unknown,0,SMS,0
811,investment scheme urgent investment scheme,Pune,1,Call,38
812,claim now investment scheme investment scheme lottery win KYC update,Unknown,1,Call,197
813,call me project update meeting,Noida,0,SMS,0
814,investment scheme free gift lottery lottery lottery,Delhi,1,Call,137
815,blocked free gift lottery OTP investment scheme,Bangalore,1,Call,233
816,call me documents dinner dinner hello,Unknown,0,Call,62
817,family trip schedule dinner documents family trip,Noida,0,Call,66
818,meeting meeting invoice assignment,Mumbai,0,SMS,0
819,family trip assignment documents,Unknown,0,Call,82
820,schedule family trip dinner schedule,Unknown,0,SMS,0
821,claim now investment scheme investment scheme,Kolkata,1,SMS,0
822,schedule meeting assignment invoice,Bangalore,0,Call,167
823,dinner call me dinner dinner assignment project update,Kolkata,0,Call,229
824,meeting assignment meeting documents project update assignment,Kolkata,0,Call,30
825,hello dinner documents,Noida,0,SMS,0
826,win investment scheme claim now OTP OTP,Kolkata,1,SMS,0
827,meeting project update dinner,Unknown,0,SMS,0
828,dinner call me schedule,Pune,0,SMS,0
829,documents project update dinner call me project update,Pune,0,SMS,0
830,family trip dinner family trip project update dinner,Mumbai,0,SMS,0
831,family trip hello call me documents schedule,Pune,0,SMS,0
832,call me family trip dinner,Mumbai,0,Call,182
833,hello hello schedule,Pune,0,SMS,0
834,hello call me assignment,Hyderabad,0,SMS,0
835,hello schedule hello hello invoice,Mumbai,0,SMS,0
836,call me family trip meeting,Chennai,0,SMS,0
837,investment scheme KYC update blocked KYC update claim now bank alert,Bangalore,1,Call,54
838,documents assignment documents call me,Bangalore,0,SMS,0
839,schedule schedule assignment,Bangalore,0,SMS,0
840,family trip schedule project update,Noida,0,Call,264
841,invoice assignment assignment meeting meeting call me,Delhi,0,Call,100
842,call me meeting schedule dinner,Mumbai,0,SMS,0
843,assignment project update assignment hello family trip,Pune,0,SMS,0
844,claim now urgent win,Mumbai,1,SMS,0
845,hello call me project update meeting assignment,Kolkata,0,SMS,0
846,project update family trip documents call me,Hyderabad,0,SMS,0
847,invoice invoice project update documents assignment,Noida,0,SMS,0
848,KYC update urgent investment scheme KYC update,Mumbai,1,Call,220
849,dinner documents dinner assignment family trip,Delhi,0,Call,300
850,project update hello family trip hello project update schedule,Bangalore,0,SMS,0
851,dinner documents schedule schedule invoice meeting,Unknown,0,SMS,0
852,assignment family trip family trip family trip,Chennai,0,SMS,0
853,family trip assignment schedule assignment family trip,Bangalore,0,Call,71
854,lottery free gift win bank alert blocked free gift,Pune,1,SMS,0
855,assignment documents documents hello documents,Chennai,0,Call,169
856,family trip hello invoice schedule documents meeting,Hyderabad,0,Call,219
857,project update documents invoice dinner,Bangalore,0,SMS,0
858,assignment assignment invoice dinner,Kolkata,0,Call,253
859,assignment assignment assignment,Bangalore,0,SMS,0
860,invoice schedule project update invoice dinner documents,Hyderabad,0,Call,128
861,OTP OTP blocked,Bangalore,1,SMS,0
862,meeting hello project update project update,Bangalore,0,SMS,0
863,meeting hello project update,Kolkata,0,Call,154
864,dinner call me call me project update,Noida,0,Call,227
865,family trip project update documents documents hello assignment,Hyderabad,0,Call,294
866,schedule dinner meeting project update assignment assignment,Kolkata,0,SMS,0
867,dinner meeting documents invoice,Mumbai,0,Call,138
868,dinner assignment call me project update hello call me,Bangalore,0,Call,135
869,investment scheme OTP bank alert lottery blocked win,Delhi,1,SMS,0
870,KYC update claim now blocked,Bangalore,1,SMS,0
871,project update invoice hello assignment family trip,Hyderabad,0,Call,52
872,call me call me assignment documents,Chennai,0,Call,115
873,assignment assignment project update project update hello family trip,Kolkata,0,Call,183
874,project update hello schedule assignment assignment documents,Delhi,0,SMS,0
875,schedule documents invoice hello hello,Mumbai,0,SMS,0
876,assignment dinner invoice hello project update assignment,Pune,0,Call,155
877,documents schedule documents call me dinner hello,Mumbai,0,SMS,0
878,family trip meeting dinner assignment hello schedule,Kolkata,0,Call,209
879,hello meeting schedule documents,Chennai,0,Call,283
880,schedule dinner documents hello assignment invoice,Kolkata,0,SMS,0
881,assignment hello meeting invoice,Unknown,0,Call,82
882,hello family trip dinner,Delhi,0,Call,146
883,family trip documents call me hello,Chennai,0,SMS,0
884,project update project update schedule assignment assignment,Delhi,0,Call,102
885,investment scheme bank alert urgent KYC update lottery,Kolkata,1,Call,263
886,schedule documents invoice documents,Noida,0,SMS,0
887,hello call me assignment invoice,Delhi,0,Call,297
888,family trip hello call me,Unknown,0,Call,156
889,family trip call me assignment family trip,Chennai,0,SMS,0
890,dinner project update documents dinner invoice schedule,Unknown,0,SMS,0
891,project update dinner hello call me,Unknown,0,SMS,0
892,claim now KYC update win,Pune,1,Call,95
893,free gift claim now OTP win claim now,Noida,1,SMS,0
894,dinner invoice project update assignment,Bangalore,0,Call,93
895,dinner hello project update assignment meeting schedule,Noida,0,SMS,0
896,assignment meeting documents call me assignment family trip,Hyderabad,0,Call,291
897,schedule assignment meeting family trip schedule family trip,Pune,0,Call,139
898,urgent lottery claim now urgent,Kolkata,1,SMS,0
899,schedule schedule project update meeting documents,Kolkata,0,Call,85
900,documents schedule documents call me project update schedule,Mumbai,0,Call,182
901,documents meeting assignment invoice,Bangalore,0,SMS,0
902,dinner dinner call me,Hyderabad,0,Call,125
903,family trip meeting family trip project update,Delhi,0,Call,131
904,invoice project update schedule meeting schedule hello,Noida,0,Call,191
905,documents dinner assignment schedule,Chennai,0,SMS,0
906,bank alert KYC update urgent,Unknown,1,SMS,0
907,OTP KYC update KYC update,Delhi,1,SMS,0
908,meeting project update hello,Mumbai,0,SMS,0
909,call me project update dinner,Noida,0,SMS,0
910,dinner dinner dinner call me schedule invoice,Chennai,0,SMS,0
911,hello dinner project update project update hello,Mumbai,0,SMS,0
912,schedule assignment assignment invoice schedule,Unknown,0,SMS,0
913,hello assignment assignment assignment family trip,Pune,0,Call,291
914,call me hello documents meeting,Bangalore,0,Call,143
915,meeting schedule hello hello,Pune,0,Call,271
916,meeting invoice meeting hello,Chennai,0,Call,194
917,assignment invoice dinner documents family trip,Pune,0,SMS,0
918,free gift urgent win lottery,Chennai,1,Call,298
919,blocked lottery lottery urgent,Hyderabad,1,Call,277
920,assignment assignment family trip,Hyderabad,0,Call,245
921,claim now lottery OTP investment scheme KYC update,Pune,1,Call,33
922,documents schedule dinner dinner,Kolkata,0,Call,114
923,bank alert bank alert claim now KYC update blocked,Pune,1,SMS,0
924,KYC update win bank alert claim now,Pune,1,SMS,0
925,call me meeting meeting call me assignment,Kolkata,0,Call,257
926,hello call me invoice documents call me,Bangalore,0,Call,47
927,invoice family trip schedule dinner dinner,Noida,0,Call,145
928,project update hello documents schedule schedule,Kolkata,0,Call,176
929,family trip call me hello meeting,Chennai,0,SMS,0
930,schedule invoice meeting,Noida,0,Call,140
931,project update call me call me,Unknown,0,SMS,0
932,blocked OTP bank alert investment scheme investment scheme urgent,Bangalore,1,Call,30
933,claim now lottery win urgent free gift,Unknown,1,SMS,0
934,meeting hello schedule project update,Delhi,0,SMS,0
935,hello family trip schedule meeting,Hyderabad,0,SMS,0
936,schedule dinner documents,Unknown,0,Call,39
937,dinner family trip invoice hello dinner,Mumbai,0,Call,218
938,blocked claim now urgent free gift blocked KYC update,Pune,1,SMS,0
939,project update assignment invoice,Chennai,0,Call,233
940,call me project update meeting documents call me schedule,Unknown,0,Call,171
941,meeting meeting invoice,Unknown,0,SMS,0
942,documents call me family trip,Delhi,0,Call,206
943,call me dinner meeting,Pune,0,SMS,0
944,KYC update lottery lottery investment scheme,Pune,1,Call,76
945,schedule family trip project update project update,Delhi,0,Call,209
946,schedule meeting project update documents family trip project update,Kolkata,0,SMS,0
947,schedule dinner project update family trip,Delhi,0,SMS,0
948,claim now claim now blocked,Mumbai,1,SMS,0
949,free gift free gift win KYC update urgent OTP,Noida,1,SMS,0
950,dinner invoice project update,Mumbai,0,Call,199
951,family trip schedule dinner,Delhi,0,Call,38
952,family trip schedule dinner,Hyderabad,0,Call,20
953,documents invoice meeting schedule,Kolkata,0,SMS,0
954,claim now investment scheme KYC update win investment scheme bank alert,Hyderabad,1,Call,93
955,schedule project update project update assignment,Mumbai,0,Call,81
956,assignment meeting dinner,Pune,0,Call,58
957,schedule invoice call me schedule schedule,Mumbai,0,SMS,0
958,schedule project update family trip project update,Bangalore,0,SMS,0
959,family trip assignment call me project update family trip project update,Chennai,0,Call,267
960,hello project update call me call me,Bangalore,0,Call,94
961,family trip family trip assignment call me,Delhi,0,SMS,0
962,call me meeting schedule documents project update dinner,Unknown,0,SMS,0
963,assignment schedule documents meeting dinner family trip,Hyderabad,0,SMS,0
964,call me hello assignment invoice call me hello,Noida,0,SMS,0
965,documents family trip dinner,Bangalore,0,Call,285
966,documents call me call me,Kolkata,0,SMS,0
967,dinner invoice hello documents family trip call me,Hyderabad,0,Call,278
968,documents invoice documents,Bangalore,0,SMS,0
969,dinner family trip meeting dinner documents,Pune,0,Call,163
970,meeting call me meeting,Chennai,0,Call,296
971,invoice project update invoice dinner,Mumbai,0,SMS,0
972,win urgent investment scheme bank alert OTP free gift,Mumbai,1,Call,115
973,call me assignment documents hello dinner schedule,Bangalore,0,Call,257
974,schedule invoice invoice hello documents,Delhi,0,Call,197
975,assignment meeting invoice,Kolkata,0,SMS,0
976,documents family trip call me call me documents,Delhi,0,SMS,0
977,hello assignment schedule hello,Hyderabad,0,SMS,0
978,documents assignment assignment dinner project update,Chennai,0,Call,202
979,call me documents schedule project update family trip,Chennai,0,Call,95
980,invoice dinner invoice project update,Mumbai,0,Call,159
981,project update invoice schedule,Chennai,0,Call,206
982,OTP lottery bank alert OTP bank alert,Delhi,1,SMS,0
983,family trip project update family trip,Kolkata,0,Call,55
984,dinner invoice meeting documents hello meeting,Kolkata,0,Call,151
985,dinner meeting family trip project update,Mumbai,0,Call,238
986,hello schedule project update family trip,Bangalore,0,SMS,0
987,family trip hello hello call me assignment,Kolkata,0,Call,45
