Source_Port,Destination_Port,Protocol,Packet_Size,Connection_Duration_ms,Failed_Login_Attempts,Malware_Signature_Detected,Is_Attack
39811,7351,ICMP,145,7896,1,1,1
39695,8021,TCP,924,32744,14,0,0
56494,5703,ICMP,980,23532,5,1,1
28173,335,UDP,99,17534,12,0,0
23518,5325,UDP,625,47598,9,0,0
10113,4114,TCP,709,13316,3,1,0
38952,5572,ICMP,897,37331,12,1,0
59589,5466,TCP,579,12933,5,0,0
42279,3275,TCP,1361,1997,13,0,0
10052,3233,UDP,57,33020,3,0,0
15215,7697,ICMP,765,50629,9,1,0
38793,1366,UDP,1413,9857,11,1,1
9850,2385,UDP,239,6743,11,0,1
60670,7832,ICMP,1052,1924,12,1,1
60783,3445,UDP,1257,25506,13,0,0
16268,3758,TCP,793,31368,6,1,0
44657,3480,TCP,403,45932,4,1,1
2386,7816,TCP,546,48961,14,0,0
32162,1648,TCP,834,58640,4,0,0
50541,6876,UDP,1358,29661,9,1,0
37867,8228,UDP,1399,56939,0,1,0
17063,6377,TCP,380,5111,1,0,0
34116,3358,TCP,1361,4172,1,1,0
37712,8957,TCP,66,31336,2,1,1
63220,3419,ICMP,970,31260,10,0,0
59276,986,UDP,197,9876,1,1,0
46505,564,UDP,465,19149,13,1,0
30830,6227,TCP,207,29328,4,1,1
34701,3943,UDP,783,20622,13,0,1
56803,3443,TCP,1094,9675,0,0,1
2383,7549,ICMP,882,13382,9,1,1
14377,2534,UDP,751,7192,5,0,1
61416,4816,ICMP,750,30584,4,0,0
46599,5707,UDP,92,49373,1,1,0
30815,4801,ICMP,1008,36936,7,1,1
55771,3903,UDP,884,27303,12,0,0
3432,5510,ICMP,504,58382,9,1,0
19624,2206,UDP,895,25350,3,0,1
22322,2743,UDP,1224,57723,10,0,1
52295,2422,ICMP,1332,4007,5,0,0
52233,4553,UDP,342,49832,7,0,0
56626,6505,ICMP,1431,48224,1,1,0
19884,5420,ICMP,295,55721,10,1,1
59328,7731,ICMP,903,57014,0,1,1
53866,7063,TCP,1194,24402,9,1,0
58422,2770,ICMP,1064,20310,0,1,1
54711,1497,TCP,353,31910,8,0,1
55967,4942,TCP,427,13028,8,0,0
53242,7764,ICMP,193,35555,8,0,0
5410,3877,UDP,1243,16800,8,1,1
62614,4516,UDP,170,21305,4,0,0
27279,1662,TCP,209,41713,14,0,0
39524,8297,UDP,1086,59130,11,1,0
28289,7557,UDP,1148,55563,2,1,0
17027,235,ICMP,592,20845,11,1,0
9757,6000,UDP,888,31926,14,1,1
53174,365,UDP,845,32786,11,0,0
44019,1143,TCP,1327,13394,11,0,1
42178,3688,UDP,855,16801,4,1,0
6985,4455,TCP,356,17098,3,0,0
12792,5878,ICMP,304,42459,3,0,1
46286,965,TCP,392,47747,14,1,1
31277,7159,ICMP,630,23159,5,0,1
6209,2138,ICMP,65,53555,12,1,0
5261,7848,ICMP,707,58180,0,0,1
44406,6260,ICMP,664,49349,9,1,1
2085,193,TCP,283,53700,5,0,0
26189,8530,UDP,809,11672,3,0,0
49580,5891,UDP,1309,32683,8,0,0
38902,2353,TCP,418,45001,2,0,0
56999,7963,TCP,603,10446,5,0,0
50192,3705,TCP,1044,21985,12,1,1
64820,2843,TCP,1025,32790,1,1,0
38043,7705,UDP,205,43780,14,1,0
13449,2147,TCP,253,23331,9,1,1
8175,351,ICMP,59,21803,5,0,0
31512,3698,UDP,1299,18109,12,1,1
10880,5116,ICMP,964,31368,12,1,0
10917,8134,ICMP,640,53763,11,0,0
53175,134,TCP,603,26726,14,0,0
63855,4673,ICMP,499,20027,3,0,0
23446,8700,ICMP,991,59368,1,0,0
7572,5358,UDP,1363,35525,0,0,1
62125,6728,UDP,1456,19128,4,1,0
18752,4145,TCP,384,9011,13,0,0
45022,7709,TCP,656,59405,6,0,0
19247,1295,ICMP,736,15828,12,1,0
52077,5520,UDP,1276,35787,12,1,0
14649,7444,TCP,514,6056,0,1,1
42818,4007,ICMP,1086,48517,12,1,0
22742,8321,UDP,110,55969,2,1,0
5052,7971,TCP,82,36268,2,0,0
6202,1553,UDP,984,1652,7,0,0
39167,5629,ICMP,97,48987,14,0,0
6752,3142,TCP,1077,22470,8,0,1
63691,7446,ICMP,1162,34529,5,1,0
5079,5201,ICMP,456,1952,8,0,0
30929,5899,ICMP,1191,25243,3,0,1
60512,6213,UDP,1113,37312,3,0,0
65501,3382,ICMP,48,42511,8,1,0
46992,2952,ICMP,286,41131,10,0,1
43743,4726,ICMP,463,50525,8,0,1
55420,3027,ICMP,1395,6395,11,1,0
53331,3011,ICMP,807,13507,3,1,0
53202,2186,ICMP,1191,20226,1,0,0
50065,2086,TCP,721,5804,9,1,0
19438,2350,UDP,818,5226,0,1,0
21975,371,ICMP,798,59969,0,1,0
63784,1969,TCP,919,7690,11,1,0
35431,8205,TCP,118,14797,13,1,1
46541,2717,TCP,409,15380,5,0,1
21651,8084,TCP,1391,14024,5,1,1
53908,5493,UDP,666,58840,8,0,0
63972,3132,TCP,1024,21134,3,0,0
63770,8632,ICMP,1083,38464,4,0,0
31449,6480,UDP,326,41303,10,1,0
52527,1409,UDP,536,689,14,0,1
14413,497,ICMP,188,51299,12,0,1
14673,7213,TCP,792,21319,11,1,0
23157,3383,UDP,1449,41694,9,0,0
61791,1434,ICMP,291,44418,7,0,0
20366,4726,TCP,906,18509,9,0,0
4954,2561,TCP,1475,4874,9,0,1
5027,3317,TCP,453,46747,8,0,0
43032,5386,ICMP,60,47252,14,1,0
38873,3283,ICMP,1144,46061,10,1,0
65252,4258,TCP,1327,16651,7,1,0
30131,4008,ICMP,1089,32098,4,0,1
58037,2701,UDP,362,41614,1,1,0
57731,8220,UDP,255,6686,11,0,1
38140,1345,TCP,1119,19127,10,0,1
58243,5682,TCP,713,4876,3,1,0
48189,5655,TCP,1227,1233,8,1,0
51728,144,UDP,1000,30869,9,1,0
14444,4141,UDP,654,43871,4,0,1
30815,1705,TCP,422,294,1,0,0
59244,337,UDP,538,56527,0,0,0
24941,8343,TCP,531,39999,14,0,0
31076,2512,UDP,666,7798,8,1,1
29295,4734,TCP,343,13713,5,0,0
48027,2042,ICMP,656,30040,11,1,0
45780,5796,ICMP,862,2264,4,0,1
20450,3722,ICMP,546,43457,8,1,1
18685,4585,TCP,810,14152,12,1,0
21942,1794,ICMP,1458,15780,2,0,0
19645,3212,UDP,825,33577,10,0,0
10268,4057,UDP,409,21522,6,0,0
25576,7379,UDP,349,26159,1,0,0
25119,1095,TCP,375,58206,3,1,0
20408,6603,ICMP,1001,41008,5,1,1
51981,6262,TCP,383,11559,11,0,0
50552,4562,TCP,898,45213,10,1,0
3558,3355,ICMP,850,31895,6,0,1
42313,912,ICMP,198,47343,11,1,1
43955,4001,ICMP,420,31913,9,1,0
45740,7447,TCP,715,18361,4,0,1
12478,7914,ICMP,615,25753,0,0,0
11266,4348,UDP,1464,26244,14,0,0
14523,3299,ICMP,313,39438,0,0,0
9963,3493,UDP,1340,36379,8,0,1
50153,5908,TCP,259,2374,1,1,0
35082,3714,TCP,844,21526,12,0,0
41151,5801,TCP,1383,27046,12,0,0
23229,3760,ICMP,708,28403,0,1,1
18009,4657,TCP,215,56414,5,0,0
38119,203,UDP,484,29038,3,1,0
34621,285,TCP,893,52653,2,0,0
34009,5374,UDP,218,50704,0,1,0
53655,5831,ICMP,1283,18661,4,0,1
64954,5504,ICMP,1017,31557,2,1,1
41977,2175,TCP,213,50187,10,1,1
37833,7678,UDP,198,39940,10,1,0
29188,5412,UDP,137,25759,1,0,1
55269,3230,TCP,547,45927,7,1,0
24797,1920,ICMP,151,7577,10,1,1
11636,7426,UDP,769,25385,3,1,0
26225,6238,ICMP,1265,54527,1,0,0
30020,7885,UDP,889,59953,13,0,0
39472,8085,ICMP,1261,59333,12,1,0
3166,2486,UDP,731,48234,11,1,1
20691,502,ICMP,226,41656,7,0,0
55325,653,UDP,875,7071,5,1,0
24003,8068,ICMP,466,58739,4,0,1
20736,8281,UDP,890,23396,14,1,1
18768,1559,UDP,1475,13931,11,0,1
10666,8570,TCP,495,28822,6,1,0
32302,6303,ICMP,713,43766,2,0,0
9378,480,TCP,344,21010,13,1,1
54262,5196,ICMP,955,35751,14,1,0
8614,4345,TCP,1141,51319,13,1,0
50158,8883,ICMP,1323,28060,6,0,0
34845,7854,ICMP,183,11230,7,0,1
10205,3633,ICMP,857,23770,7,0,0
9959,125,ICMP,1021,4087,11,1,1
14308,2614,ICMP,984,1851,5,0,0
13012,8479,UDP,755,24374,9,1,1
46672,2772,TCP,62,47068,8,1,0
25117,699,TCP,517,55742,10,0,0
54296,810,TCP,1103,46927,8,0,0
35050,8481,ICMP,1480,14337,6,0,0
1408,257,TCP,783,22213,1,0,0
61545,235,TCP,476,36045,7,0,0
17231,780,TCP,1133,35176,13,0,1
24864,2516,TCP,1385,49837,3,1,1
3280,4773,TCP,830,26490,1,1,1
52329,132,TCP,260,24554,14,0,1
12674,1844,TCP,49,34888,12,0,0
36132,3976,UDP,979,19240,14,0,1
64123,2410,ICMP,1261,49914,13,1,1
35594,1406,UDP,360,49223,0,1,0
45099,4775,UDP,120,22092,8,1,0
39874,5460,TCP,589,6104,1,0,1
38392,3076,TCP,1391,13050,10,1,0
48749,5116,ICMP,728,40042,8,1,1
59062,7288,UDP,237,28689,8,1,0
65229,5212,TCP,1473,15817,11,0,1
1872,2644,TCP,73,42,12,0,0
59053,6457,TCP,1195,34918,10,0,0
64013,1626,ICMP,965,1770,1,1,0
46022,3975,UDP,1304,25535,6,1,1
59555,5570,TCP,1334,36299,12,1,0
29597,555,TCP,175,6033,12,0,1
44537,2360,UDP,1093,41410,11,0,0
44885,1920,UDP,814,44483,9,1,0
47898,2906,TCP,164,6717,7,0,0
8966,6843,TCP,1287,39978,0,1,0
48469,8763,ICMP,1025,53402,8,0,1
35545,7488,ICMP,516,10383,6,0,0
33332,7081,ICMP,486,18419,3,0,0
56803,6810,UDP,478,33984,12,1,1
47489,3794,ICMP,479,28926,5,1,0
64598,4902,ICMP,499,52041,2,0,0
18778,7230,UDP,124,2590,7,1,0
46872,4353,ICMP,1391,49512,7,0,0
7129,6551,ICMP,786,53383,13,1,1
28134,2618,ICMP,1109,7880,3,0,1
31910,6793,TCP,139,21502,3,1,1
4905,7078,ICMP,183,51024,5,0,0
63893,1593,ICMP,855,13633,11,1,1
41745,1116,TCP,635,18124,14,0,0
51853,3122,TCP,1154,47665,8,1,0
51905,565,ICMP,827,51748,1,1,1
38670,992,UDP,763,6299,13,0,0
20031,2110,TCP,694,58732,11,1,0
12913,2335,UDP,1130,34500,2,1,1
14546,5883,ICMP,977,8725,9,0,1
20327,5199,UDP,938,20888,1,0,1
62725,627,UDP,526,9717,2,0,1
38475,1738,ICMP,1042,28679,0,0,0
64950,3799,ICMP,1420,361,6,0,1
17275,8270,UDP,616,14083,7,0,0
8097,61,TCP,1173,53722,9,1,0
62347,1622,UDP,120,56477,1,1,0
34253,8708,ICMP,355,3622,8,1,0
56928,3415,TCP,266,34023,0,0,0
19686,2199,TCP,1137,12069,7,1,1
39650,8228,UDP,1370,9457,12,1,0
51313,8581,ICMP,668,33084,10,0,1
17278,4083,UDP,86,18148,8,1,0
42176,6401,TCP,1149,20657,2,0,0
64310,7494,ICMP,348,53426,13,1,1
39623,7087,UDP,1154,48890,2,1,1
29750,312,ICMP,1403,40899,2,0,1
27003,1749,ICMP,424,37554,14,1,0
23222,2913,ICMP,822,14344,0,1,0
42070,196,UDP,579,47303,5,1,0
3890,3582,TCP,397,24084,14,0,0
6027,5240,TCP,604,23007,5,0,0
19667,465,TCP,1038,26081,2,1,0
50463,8759,ICMP,894,2811,3,1,1
15270,7201,ICMP,495,19840,13,0,0
8089,2629,ICMP,1266,29583,1,0,1
24843,5062,ICMP,807,55503,0,1,0
65131,1218,ICMP,540,5271,10,0,1
34190,6614,UDP,1245,45950,4,1,0
48310,4347,TCP,1367,41073,6,0,1
23397,448,UDP,443,32336,8,0,0
52824,4108,UDP,1086,1986,3,0,1
49823,976,TCP,49,38863,7,1,0
39701,2234,ICMP,680,2708,1,0,0
30586,6395,UDP,1097,161,4,0,0
9227,1680,UDP,1257,48094,14,0,1
44000,1520,UDP,336,2547,9,1,0
35063,6025,TCP,326,37088,7,0,1
18176,7953,UDP,986,28572,0,1,0
55808,3368,ICMP,917,8500,8,1,1
3309,4010,TCP,1400,12601,5,1,1
64409,446,ICMP,528,20081,2,0,1
34500,4979,UDP,461,38520,10,0,0
36330,1120,UDP,1307,41499,11,0,0
38785,8412,TCP,1205,36489,5,0,1
27151,4155,TCP,822,56973,10,0,1
11748,1487,ICMP,386,15457,5,1,0
35826,4779,TCP,477,26863,2,1,0
46632,7522,ICMP,1132,49232,11,1,0
7169,479,ICMP,801,7631,8,1,1
64309,393,TCP,1286,52896,2,0,1
21811,8553,UDP,1363,48586,6,1,0
18472,3069,TCP,579,58472,11,0,0
30457,7774,ICMP,1123,14555,8,0,1
24024,3586,UDP,212,53,9,1,1
36867,4983,ICMP,832,16329,8,0,0
34795,7584,UDP,1295,36789,2,0,1
42508,3245,ICMP,83,46460,12,0,1
45048,1843,ICMP,602,52232,7,1,1
24064,7733,ICMP,853,12128,0,0,0
20008,5530,ICMP,1446,40340,12,1,0
22923,8219,UDP,692,49811,9,1,0
14446,7488,ICMP,1103,30221,7,1,1
50973,3107,ICMP,394,12173,13,0,1
20352,2824,ICMP,664,401,7,0,1
9434,5175,UDP,862,53808,9,1,0
62381,8042,ICMP,649,28421,8,0,0
50531,5305,TCP,549,24888,4,0,1
25997,4842,TCP,466,38274,11,0,0
34728,8143,ICMP,668,56935,2,1,1
6622,8687,UDP,114,37155,8,0,0
35580,4396,TCP,1390,9152,13,1,0
62148,5464,ICMP,1035,1575,4,1,1
7424,1728,UDP,1017,39313,14,0,0
58549,5217,ICMP,1249,9584,12,0,1
50094,2108,UDP,1306,38745,6,1,1
18693,4086,ICMP,271,30817,5,1,1
53473,6032,ICMP,1417,14149,1,1,0
17679,2972,UDP,802,26044,5,0,0
64060,4483,TCP,1157,9361,5,0,0
22901,4353,ICMP,1415,8881,14,1,0
15411,4482,TCP,781,7003,9,0,1
23489,7113,TCP,190,56214,10,0,0
38906,5904,UDP,1137,28934,2,1,1
11744,2146,ICMP,48,25779,11,1,0
25008,1964,UDP,1249,19140,11,0,0
31690,7211,UDP,1188,54086,2,1,1
61392,3630,TCP,308,57738,12,0,0
24991,1917,ICMP,1426,21278,2,1,0
13280,5836,ICMP,1464,59835,2,1,0
49730,7240,UDP,639,32522,9,1,0
28499,3494,ICMP,677,19545,7,0,1
30068,2108,ICMP,662,59200,6,1,0
15697,1229,UDP,391,46966,10,0,0
4029,5575,UDP,115,40122,2,1,1
12700,7816,TCP,653,54768,6,0,0
23505,6584,UDP,1096,49692,11,1,0
20490,6467,TCP,223,33824,6,1,0
34008,2573,TCP,1391,3576,3,1,0
43343,3214,TCP,185,18372,1,1,1
30609,6674,UDP,1315,13013,9,1,0
26396,3519,UDP,1277,34887,12,1,1
57077,4774,ICMP,410,17745,6,1,0
60877,3627,UDP,76,48390,5,0,1
61874,1616,ICMP,378,55051,14,0,0
24163,7212,UDP,359,30555,0,0,0
13641,8827,TCP,635,27909,7,0,0
40401,1972,TCP,781,43054,13,0,0
49573,1120,TCP,500,50325,2,0,1
2512,5426,ICMP,832,29359,6,1,1
62662,7208,TCP,273,25400,14,0,0
46727,7184,UDP,506,40702,10,0,0
64083,3761,TCP,681,22594,4,1,1
17327,6101,TCP,1133,36277,12,0,0
52795,3576,UDP,1417,58521,3,1,1
58497,5632,UDP,386,13132,11,0,0
62059,6335,ICMP,1390,17333,9,1,0
57906,3419,UDP,843,54985,13,1,0
16262,4347,TCP,811,13857,2,0,0
2175,4709,TCP,145,16318,3,1,1
48589,8796,ICMP,1337,58442,5,1,1
35401,3896,UDP,770,38031,7,0,0
26579,821,UDP,1168,8987,2,1,0
47774,1009,UDP,555,2995,4,0,1
44881,2536,ICMP,887,4665,12,0,0
38510,1656,UDP,866,42094,2,0,0
23724,7673,TCP,288,57991,9,0,1
34302,2308,ICMP,1073,12883,12,0,0
38967,4633,UDP,1410,40663,13,0,0
11437,2759,ICMP,121,1812,9,0,0
1317,1413,TCP,848,51286,8,1,1
8393,6296,UDP,561,59059,4,0,0
36446,518,TCP,825,36764,1,1,1
59714,2340,UDP,480,3142,10,0,0
60380,4472,UDP,966,34310,14,0,0
58056,6431,TCP,1092,50350,0,1,1
4932,8838,UDP,736,29027,10,0,1
38966,1633,ICMP,1272,48796,8,0,0
9685,6214,TCP,1409,39186,4,1,1
50809,2074,TCP,118,2815,13,1,1
50593,3194,ICMP,907,50709,11,0,1
55942,2949,ICMP,678,21921,5,0,0
49156,4099,UDP,635,32193,6,0,0
37234,2221,ICMP,462,16676,4,0,0
46500,3630,UDP,182,18799,11,0,0
51429,1628,TCP,1168,21486,1,0,0
63334,1924,TCP,247,42672,9,0,0
49892,8853,ICMP,734,53027,10,0,0
24590,7411,UDP,646,1162,11,0,0
33712,282,TCP,1100,23740,11,0,0
7100,2955,UDP,558,40800,8,0,0
14638,3889,UDP,157,31098,12,0,0
6362,2882,TCP,1033,28766,11,1,0
10139,4162,UDP,278,26519,12,0,0
44869,5571,ICMP,1200,50278,0,0,0
57936,3274,TCP,1394,24550,9,1,0
4918,748,ICMP,762,42150,13,1,0
16849,4136,TCP,1243,43794,5,1,1
13090,8318,TCP,987,14121,8,1,0
13976,2391,UDP,1478,48213,12,1,0
15045,3233,UDP,1222,25419,9,0,1
63519,2628,UDP,626,42009,2,1,0
60383,1217,TCP,48,52214,7,1,0
35583,8506,TCP,1480,21040,12,0,0
32331,4293,TCP,630,36763,10,1,0
40432,6994,ICMP,900,52713,5,1,0
14864,8455,TCP,237,28286,2,1,1
63532,4636,ICMP,1034,43233,10,0,0
20055,7994,ICMP,1256,40242,5,0,0
29439,3592,UDP,1428,49225,8,0,1
43566,130,UDP,231,47261,2,0,1
5558,5256,ICMP,93,52839,5,0,1
63951,8824,ICMP,301,36552,1,0,0
19615,7091,TCP,59,12921,11,0,1
28116,4723,TCP,664,12468,2,1,0
57794,6410,UDP,1375,46370,10,1,0
6178,3610,TCP,1359,52052,2,0,1
13508,7417,UDP,1097,32585,10,1,1
14026,7430,TCP,874,39353,12,0,0
23696,3128,UDP,1458,18991,5,1,0
52351,1069,TCP,913,43086,12,0,0
60617,4794,TCP,362,15189,13,0,1
33584,4064,TCP,1205,23268,5,0,1
6477,5578,ICMP,937,34480,10,1,0
48161,2138,ICMP,529,10010,1,1,1
37912,270,TCP,218,28791,1,0,1
32618,3946,ICMP,926,1507,9,1,1
24969,4153,UDP,603,15200,0,1,1
47875,8862,UDP,1163,29299,6,0,0
57324,7249,TCP,1145,2456,10,1,0
3173,3603,UDP,998,49628,13,1,1
61776,4186,TCP,420,50712,7,1,0
30774,4270,ICMP,1284,2872,10,1,0
31104,7903,ICMP,965,35188,0,0,0
45428,1216,ICMP,182,11191,10,0,1
55058,4454,ICMP,1242,40301,14,1,0
21441,8636,UDP,1481,18896,14,1,0
13538,7798,TCP,949,41002,7,1,0
38744,2108,ICMP,1200,25811,8,0,0
33682,4280,TCP,865,5792,1,0,0
5691,7656,UDP,90,26415,10,1,0
53122,895,UDP,263,4253,11,0,0
43344,1886,TCP,93,30828,12,0,0
21444,7459,TCP,1474,28328,2,0,1
8175,4042,ICMP,374,13923,11,0,0
45029,2622,ICMP,1158,17472,2,1,1
10697,3567,UDP,1381,7580,12,0,0
58622,3805,UDP,1384,34240,14,1,1
51306,6266,ICMP,1042,43526,12,1,1
19333,710,UDP,1117,57881,13,0,1
9056,4257,UDP,1235,762,0,1,0
28385,8212,ICMP,877,24932,4,1,0
12132,5728,UDP,544,23349,13,0,0
51450,7160,TCP,909,25867,9,1,1
9709,5763,TCP,207,33670,6,1,1
58642,3060,TCP,409,27249,13,1,1
64701,734,UDP,791,6258,12,1,0
48509,470,ICMP,1342,1688,3,1,1
49187,8904,UDP,1403,5496,13,1,0
33340,8511,ICMP,705,55453,8,0,1
47192,4617,ICMP,1465,59745,5,0,0
55631,5850,ICMP,1468,40850,2,1,0
53516,2802,UDP,939,18580,2,0,0
56782,2726,ICMP,1075,30930,7,0,0
7759,8417,TCP,1181,17592,2,1,0
2234,7479,ICMP,1104,15133,1,0,0
39269,182,ICMP,1457,27256,0,0,1
51720,3143,ICMP,735,7138,12,0,0
53334,3712,UDP,1317,33218,10,0,1
64823,6110,UDP,1290,35845,10,0,1
64477,8293,UDP,1379,11673,8,0,0
56485,7379,UDP,808,18750,13,1,0
4114,6655,UDP,191,38849,0,1,1
33847,5609,UDP,965,30348,9,1,0
27126,1566,UDP,753,49883,2,1,1
7950,1517,UDP,427,46899,8,1,0
21646,8027,UDP,576,13770,2,0,0
22887,1695,UDP,396,57193,1,1,1
27641,1657,UDP,235,25927,2,1,1
24206,744,TCP,1431,56674,7,0,0
57805,105,ICMP,1218,18452,3,0,0
61770,7644,TCP,573,14650,13,0,0
29619,2705,TCP,1418,33150,10,1,0
48014,8865,ICMP,1104,13122,13,0,1
17564,7304,UDP,627,37563,11,0,0
29439,2364,TCP,845,316,11,0,1
12652,7534,TCP,1225,24154,14,0,0
20222,622,UDP,151,29423,4,1,1
27955,8882,TCP,963,19260,9,0,1
38151,5235,UDP,397,23417,7,1,1
8056,5082,ICMP,293,44125,2,0,0
58996,7348,ICMP,1350,53432,14,0,0
55980,748,TCP,54,44120,11,1,1
54185,3239,UDP,1479,20928,6,0,0
32158,7809,TCP,1024,32594,3,0,0
20127,6645,ICMP,89,25510,2,1,0
39509,2306,TCP,1424,57235,3,1,0
44047,4253,ICMP,200,47451,8,0,0
64889,2024,ICMP,48,52949,14,0,1
10178,329,ICMP,1179,47990,8,0,0
19474,446,UDP,696,26006,14,1,1
53027,8631,UDP,244,58504,0,1,0
60390,2748,TCP,398,2365,12,0,0
37260,7952,UDP,683,9087,3,1,0
7066,3616,UDP,808,44651,9,0,0
62441,5365,ICMP,1299,11177,7,1,0
27250,6741,UDP,1012,2137,2,1,0
20757,4321,UDP,278,59790,10,0,0
48347,4041,TCP,1197,39078,8,1,1
62474,1392,ICMP,1077,58139,7,0,0
63298,6791,TCP,1091,52998,12,0,1
16071,4343,ICMP,479,5645,1,0,0
54321,8856,TCP,960,4653,7,1,0
7790,2626,TCP,113,14038,9,0,0
6342,4306,TCP,255,8799,9,0,0
53835,951,UDP,337,21641,3,1,1
42005,5191,TCP,70,12209,0,0,0
16933,8336,TCP,718,4916,1,0,1
8357,3656,UDP,270,39183,11,0,0
63651,5445,UDP,1382,55,4,0,1
57496,6802,ICMP,732,10998,1,0,1
53553,4950,UDP,1185,51998,9,0,0
63203,1474,UDP,1458,37343,7,1,1
27447,537,TCP,1433,44150,7,1,0
20323,6390,ICMP,512,41130,4,0,0
42943,8804,TCP,1069,17232,14,0,0
61472,8797,UDP,577,53449,0,1,0
43112,1821,TCP,410,37963,4,1,1
34456,2337,TCP,269,59920,8,0,0
6583,4486,UDP,1341,37235,8,1,1
50762,4843,ICMP,282,35178,14,0,1
64112,3981,ICMP,859,47976,7,1,0
61768,8457,ICMP,754,38113,13,0,0
20807,430,TCP,1006,48739,5,1,0
46152,1256,UDP,1107,14618,5,0,0
6430,6174,TCP,1281,148,11,1,0
18159,4442,ICMP,676,49737,11,0,1
17308,8939,TCP,181,31906,4,0,0
5753,2597,UDP,1266,45940,1,0,1
18137,1461,UDP,105,38477,7,1,1
35896,5355,TCP,947,42330,1,0,1
20233,4159,TCP,783,48299,14,1,1
12575,7027,ICMP,670,41666,10,0,0
55493,4416,ICMP,753,56712,2,0,1
65358,7078,UDP,565,12477,2,1,0
55064,6571,ICMP,1424,40348,12,1,0
53371,5822,UDP,1441,38953,14,1,1
14399,5752,TCP,1289,36528,5,1,0
62201,7265,UDP,1268,44386,2,0,1
49147,6628,UDP,1017,58510,13,0,0
13297,7436,TCP,1047,47600,10,0,0
1421,7334,ICMP,782,1195,8,1,0
57973,5465,UDP,1495,58860,6,1,0
59254,8959,TCP,855,27399,11,0,0
23599,4116,ICMP,1208,17056,10,1,0
47410,2205,UDP,785,36311,10,1,0
19364,8988,TCP,1473,23509,2,1,1
22859,874,ICMP,1484,37852,8,1,1
17888,8813,TCP,656,3994,5,0,0
48458,3303,ICMP,98,33167,9,1,0
58418,2661,ICMP,511,9357,8,1,0
56591,2153,ICMP,245,8893,4,0,1
26628,3277,TCP,161,382,7,1,0
11817,2301,TCP,368,11166,14,1,1
30399,3356,ICMP,567,33486,12,1,0
56973,8937,UDP,1021,28442,0,0,1
53528,364,ICMP,897,49275,14,1,1
9740,4037,TCP,331,7680,13,0,1
26669,3960,TCP,616,3692,8,1,0
32900,1596,UDP,1238,22587,3,0,1
8598,4794,TCP,728,9233,2,0,0
32117,54,UDP,605,2492,2,0,1
63230,3943,UDP,1463,39430,11,1,0
23416,8913,ICMP,185,42759,3,1,0
31137,661,UDP,554,20687,5,1,0
54454,6761,UDP,701,36059,6,0,1
7554,6544,TCP,1160,36744,0,0,0
56487,8041,ICMP,1397,31351,5,1,0
9633,5976,ICMP,304,21481,3,1,0
32167,1675,UDP,556,1626,4,0,0
64616,8367,ICMP,1352,489,3,0,0
24678,5260,UDP,1428,13450,7,0,0
9811,6282,UDP,348,41893,5,0,0
55129,3590,ICMP,150,42878,3,0,1
33638,3801,UDP,267,55674,14,0,0
58061,2542,ICMP,773,29436,4,0,1
64788,2414,UDP,917,31464,1,0,1
6710,2111,TCP,594,22407,2,1,0
20641,6993,ICMP,259,16212,12,0,0
44777,3259,ICMP,122,36659,5,1,0
16465,4611,UDP,455,7780,3,0,0
22064,5633,UDP,883,51942,2,0,0
43030,5984,TCP,1460,51636,8,1,0
63819,6618,ICMP,1236,21080,11,0,1
27545,4227,TCP,1157,18546,4,0,1
39422,4069,ICMP,807,46598,0,1,1
55197,3960,UDP,312,31974,6,1,0
20745,4247,UDP,217,6460,8,0,0
9639,5723,ICMP,1162,59536,0,1,1
9168,2975,UDP,597,23236,12,1,1
63199,448,TCP,61,801,9,1,0
29712,3494,UDP,887,5199,1,0,1
30469,1893,UDP,1200,9802,0,0,1
4397,8272,ICMP,1285,27566,5,1,0
57886,1562,ICMP,311,26380,13,0,1
35370,8122,UDP,1245,643,14,1,0
54427,5158,TCP,1097,39303,6,1,0
54840,4645,UDP,548,36905,12,0,1
20332,5218,ICMP,1269,38988,1,0,1
40479,5100,UDP,1331,21979,1,0,0
45798,4839,UDP,910,11840,10,1,0
39108,7737,TCP,643,20442,9,1,0
22437,1159,ICMP,669,45587,10,0,0
7317,5423,UDP,1321,4383,1,0,0
32396,2384,TCP,660,13466,4,0,1
44084,2071,ICMP,106,31588,13,0,0
46464,2466,ICMP,85,29741,12,1,0
28681,2018,UDP,722,16530,4,1,1
39256,8904,TCP,501,56103,3,0,1
36707,5658,UDP,830,51537,6,1,0
7576,4116,ICMP,1183,43502,10,0,0
39588,3293,TCP,48,35056,11,0,1
47043,1298,UDP,821,30174,11,1,0
57542,3057,TCP,298,57117,12,0,1
53295,3881,ICMP,916,36322,9,1,0
15021,455,UDP,1238,22050,7,1,0
21517,7444,TCP,789,9318,1,0,0
49500,2989,UDP,322,43573,8,0,0
10259,6904,ICMP,1474,25055,6,0,0
58274,511,TCP,1483,27504,2,0,1
61954,4483,TCP,285,59858,11,0,1
14979,2397,ICMP,1158,38862,1,1,0
1431,1115,ICMP,435,13692,11,0,1
45479,2559,ICMP,324,15907,7,1,0
53395,6421,TCP,426,29029,1,1,0
28216,4263,TCP,536,31500,2,1,0
36403,2834,UDP,276,38735,14,1,1
48662,2926,UDP,264,44031,7,0,1
56514,3662,UDP,1413,29845,11,0,0
6027,2429,TCP,382,56758,12,0,1
